lig_id,ligand_name,SMILES,exp_id,ref,substrate_comb,metal,substrate_1,substrate_2,solvent,temperature,"substrate_1_amount (gas: bar, liqu: mmol, solid: g)",substrate_2_amount,base,base_equiv_to_cat,additive,additive_equiv,substrate_ratio,volume_ml,activity_kg_mol,yield,mn,time_hr,incorporatio_ratio,ton,,,,,,,,
165,n-n-16,CC(C=C1C2=CC(F)=CC(F)=C2)=CC(C3=CC(F)=CC(F)=C3)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=C(C8=CC(F)=CC(F)=C8)C=C(C)C=C7C9=CC(F)=CC(F)=C9,616,Chemistry–A European Journal 27.46 (2021): 11935-11942,ethylenenone,Ni,ethylene,none,toluene,30,8,none,,,,,,100,31900,,47000,0.167,none,,,,,,,,,
165,n-n-16,CC(C=C1C2=CC(F)=CC(F)=C2)=CC(C3=CC(F)=CC(F)=C3)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=C(C8=CC(F)=CC(F)=C8)C=C(C)C=C7C9=CC(F)=CC(F)=C9,617,Chemistry–A European Journal 27.46 (2021): 11935-11942,ethylenenone,Ni,ethylene,none,toluene,60,8,none,,,,,,100,24100,,35000,0.167,none,,,,,,,,,
165,n-n-16,CC(C=C1C2=CC(F)=CC(F)=C2)=CC(C3=CC(F)=CC(F)=C3)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=C(C8=CC(F)=CC(F)=C8)C=C(C)C=C7C9=CC(F)=CC(F)=C9,618,Chemistry–A European Journal 27.46 (2021): 11935-11942,ethylenenone,Ni,ethylene,none,toluene,90,8,none,,,,,,100,15300,,25000,0.167,none,,,,,,,,,
166,n-n-17,CC(C=C1C2=CC(F)=C(F)C(F)=C2)=CC(C3=CC(F)=C(F)C(F)=C3)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=C(C8=CC(F)=C(F)C(F)=C8)C=C(C)C=C7C9=CC(F)=C(F)C(F)=C9,619,Chemistry–A European Journal 27.46 (2021): 11935-11942,ethylenenone,Ni,ethylene,none,toluene,30,8,none,,,,,,100,31200,,5000,0.167,none,,,,,,,,,
166,n-n-17,CC(C=C1C2=CC(F)=C(F)C(F)=C2)=CC(C3=CC(F)=C(F)C(F)=C3)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=C(C8=CC(F)=C(F)C(F)=C8)C=C(C)C=C7C9=CC(F)=C(F)C(F)=C9,620,Chemistry–A European Journal 27.46 (2021): 11935-11942,ethylenenone,Ni,ethylene,none,toluene,60,8,none,,,,,,100,10900,,4000,0.167,none,,,,,,,,,
166,n-n-17,CC(C=C1C2=CC(F)=C(F)C(F)=C2)=CC(C3=CC(F)=C(F)C(F)=C3)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=C(C8=CC(F)=C(F)C(F)=C8)C=C(C)C=C7C9=CC(F)=C(F)C(F)=C9,621,Chemistry–A European Journal 27.46 (2021): 11935-11942,ethylenenone,Ni,ethylene,none,toluene,90,8,none,,,,,,100,10000,,28000,0.167,none,,,,,,,,,
167,n-n-18,CC(C=[C@]1[C@]2=C(F)C=C(F)C=C2F)=C[C@]([C@]3=C(F)C=C(F)C=C3F)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=[C@]([C@]8=C(F)C=C(F)C=C8F)C=C(C)C=[C@]7[C@]9=C(F)C=C(F)C=C9F,622,Chemistry–A European Journal 27.46 (2021): 11935-11942,ethylenenone,Ni,ethylene,none,toluene,0,8,none,,,,,,100,10600,,2542000,0.167,none,,,,,,,,,
167,n-n-18,CC(C=[C@]1[C@]2=C(F)C=C(F)C=C2F)=C[C@]([C@]3=C(F)C=C(F)C=C3F)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=[C@]([C@]8=C(F)C=C(F)C=C8F)C=C(C)C=[C@]7[C@]9=C(F)C=C(F)C=C9F,623,Chemistry–A European Journal 27.46 (2021): 11935-11942,ethylenenone,Ni,ethylene,none,toluene,30,8,none,,,,,,100,7800,,664000,0.167,none,,,,,,,,,
167,n-n-18,CC(C=[C@]1[C@]2=C(F)C=C(F)C=C2F)=C[C@]([C@]3=C(F)C=C(F)C=C3F)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=[C@]([C@]8=C(F)C=C(F)C=C8F)C=C(C)C=[C@]7[C@]9=C(F)C=C(F)C=C9F,624,Chemistry–A European Journal 27.46 (2021): 11935-11942,ethylenenone,Ni,ethylene,none,toluene,60,8,none,,,,,,100,5500,,483000,0.167,none,,,,,,,,,
167,n-n-18,CC(C=[C@]1[C@]2=C(F)C=C(F)C=C2F)=C[C@]([C@]3=C(F)C=C(F)C=C3F)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=[C@]([C@]8=C(F)C=C(F)C=C8F)C=C(C)C=[C@]7[C@]9=C(F)C=C(F)C=C9F,625,Chemistry–A European Journal 27.46 (2021): 11935-11942,ethylenenone,Ni,ethylene,none,toluene,60,8,none,,,,,,100,4700,,1219000,0.333,none,,,,,,,,,
167,n-n-18,CC(C=[C@]1[C@]2=C(F)C=C(F)C=C2F)=C[C@]([C@]3=C(F)C=C(F)C=C3F)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=[C@]([C@]8=C(F)C=C(F)C=C8F)C=C(C)C=[C@]7[C@]9=C(F)C=C(F)C=C9F,626,Chemistry–A European Journal 27.46 (2021): 11935-11942,ethylenenone,Ni,ethylene,none,toluene,60,8,none,,,,,,100,4600,,1729000,0.667,none,,,,,,,,,
167,n-n-18,CC(C=[C@]1[C@]2=C(F)C=C(F)C=C2F)=C[C@]([C@]3=C(F)C=C(F)C=C3F)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=[C@]([C@]8=C(F)C=C(F)C=C8F)C=C(C)C=[C@]7[C@]9=C(F)C=C(F)C=C9F,627,Chemistry–A European Journal 27.46 (2021): 11935-11942,ethylenenone,Ni,ethylene,none,toluene,90,8,none,,,,,,100,4900,,344000,0.167,none,,,,,,,,,
167,n-n-18,CC(C=[C@]1[C@]2=C(F)C=C(F)C=C2F)=C[C@]([C@]3=C(F)C=C(F)C=C3F)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=[C@]([C@]8=C(F)C=C(F)C=C8F)C=C(C)C=[C@]7[C@]9=C(F)C=C(F)C=C9F,628,Chemistry–A European Journal 27.46 (2021): 11935-11942,ethylenenone,Ni,ethylene,none,toluene,120,8,none,,,,,,100,3300,,269000,0.167,none,,,,,,,,,
167,n-n-18,CC(C=[C@]1[C@]2=C(F)C=C(F)C=C2F)=C[C@]([C@]3=C(F)C=C(F)C=C3F)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=[C@]([C@]8=C(F)C=C(F)C=C8F)C=C(C)C=[C@]7[C@]9=C(F)C=C(F)C=C9F,629,Chemistry–A European Journal 27.46 (2021): 11935-11942,ethylenenone,Ni,ethylene,none,toluene,0,8,none,,,,,,100,10800,,4469000,0.333,none,,,,,,,,,
167,n-n-18,CC(C=[C@]1[C@]2=C(F)C=C(F)C=C2F)=C[C@]([C@]3=C(F)C=C(F)C=C3F)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=[C@]([C@]8=C(F)C=C(F)C=C8F)C=C(C)C=[C@]7[C@]9=C(F)C=C(F)C=C9F,630,Chemistry–A European Journal 27.46 (2021): 11935-11942,ethylenenone,Ni,ethylene,none,toluene,0,8,none,,,,,,100,10300,,6207000,0.500,none,,,,,,,,,
167,n-n-18,CC(C=[C@]1[C@]2=C(F)C=C(F)C=C2F)=C[C@]([C@]3=C(F)C=C(F)C=C3F)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=[C@]([C@]8=C(F)C=C(F)C=C8F)C=C(C)C=[C@]7[C@]9=C(F)C=C(F)C=C9F,631,Chemistry–A European Journal 27.46 (2021): 11935-11942,ethylenenone,Ni,ethylene,none,toluene,0,8,none,,,,,,100,10100,,8216000,1.000,none,,,,,,,,,
167,n-n-18,CC(C=[C@]1[C@]2=C(F)C=C(F)C=C2F)=C[C@]([C@]3=C(F)C=C(F)C=C3F)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=[C@]([C@]8=C(F)C=C(F)C=C8F)C=C(C)C=[C@]7[C@]9=C(F)C=C(F)C=C9F,632,Chemistry–A European Journal 27.46 (2021): 11935-11942,ethylenenone,Ni,ethylene,none,toluene,0,8,none,,,,,,100,12200,,10000000,2.000,none,,,,,,,,,
168,n-n-19,CC(C=[C@]1[C@]2=C(F)C(F)=C(F)C(F)=C2F)=C[C@]([C@]3=C(F)C(F)=C(F)C(F)=C3F)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=[C@]([C@]8=C(F)C(F)=C(F)C(F)=C8F)C=C(C)C=[C@]7[C@]9=C(F)C(F)=C(F)C(F)=C9F,633,Chemistry–A European Journal 27.46 (2021): 11935-11942,ethylenenone,Ni,ethylene,none,toluene,0,8,none,,,,,,100,14700,,7322000,0.500,none,,,,,,,,,
168,n-n-19,CC(C=[C@]1[C@]2=C(F)C(F)=C(F)C(F)=C2F)=C[C@]([C@]3=C(F)C(F)=C(F)C(F)=C3F)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=[C@]([C@]8=C(F)C(F)=C(F)C(F)=C8F)C=C(C)C=[C@]7[C@]9=C(F)C(F)=C(F)C(F)=C9F,634,Chemistry–A European Journal 27.46 (2021): 11935-11942,ethylenenone,Ni,ethylene,none,toluene,0,8,none,,,,,,100,14900,,8703000,1.000,none,,,,,,,,,
168,n-n-19,CC(C=[C@]1[C@]2=C(F)C(F)=C(F)C(F)=C2F)=C[C@]([C@]3=C(F)C(F)=C(F)C(F)=C3F)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=[C@]([C@]8=C(F)C(F)=C(F)C(F)=C8F)C=C(C)C=[C@]7[C@]9=C(F)C(F)=C(F)C(F)=C9F,635,Chemistry–A European Journal 27.46 (2021): 11935-11942,ethylenenone,Ni,ethylene,none,toluene,30,8,none,,,,,,100,3400,,280000,0.167,none,,,,,,,,,
168,n-n-19,CC(C=[C@]1[C@]2=C(F)C(F)=C(F)C(F)=C2F)=C[C@]([C@]3=C(F)C(F)=C(F)C(F)=C3F)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=[C@]([C@]8=C(F)C(F)=C(F)C(F)=C8F)C=C(C)C=[C@]7[C@]9=C(F)C(F)=C(F)C(F)=C9F,636,Chemistry–A European Journal 27.46 (2021): 11935-11942,ethylenenone,Ni,ethylene,none,toluene,60,8,none,,,,,,100,3200,,270000,0.167,none,,,,,,,,,
168,n-n-19,CC(C=[C@]1[C@]2=C(F)C(F)=C(F)C(F)=C2F)=C[C@]([C@]3=C(F)C(F)=C(F)C(F)=C3F)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=[C@]([C@]8=C(F)C(F)=C(F)C(F)=C8F)C=C(C)C=[C@]7[C@]9=C(F)C(F)=C(F)C(F)=C9F,637,Chemistry–A European Journal 27.46 (2021): 11935-11942,ethylenenone,Ni,ethylene,none,toluene,90,8,none,,,,,,100,1800,,163000,0.167,none,,,,,,,,,
163,n-n-14,CC(C=C1C2=CC=CC=C2)=CC(C3=CC=CC=C3)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=C(C8=CC=CC=C8)C=C(C)C=C7C9=CC=CC=C9,638,Chemistry–A European Journal 27.46 (2021): 11935-11942,ethylenemethyl 10-undecenoate,Ni,ethylene,methyl 10-undecenoate,toluene,30,4,0,,,,,,25,898,,71000,0.5,0.31,,,,,,,,,
164,n-n-15,CC(C=C1C2=CC=C(F)C=C2)=CC(C3=CC=C(F)C=C3)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=C(C8=CC=C(F)C=C8)C=C(C)C=C7C9=CC=C(F)C=C9,639,Chemistry–A European Journal 27.46 (2021): 11935-11942,ethylenemethyl 10-undecenoate,Ni,ethylene,methyl 10-undecenoate,toluene,30,4,0,,,,,,25,994,,50000,0.5,0.25,,,,,,,,,
165,n-n-16,CC(C=C1C2=CC(F)=CC(F)=C2)=CC(C3=CC(F)=CC(F)=C3)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=C(C8=CC(F)=CC(F)=C8)C=C(C)C=C7C9=CC(F)=CC(F)=C9,640,Chemistry–A European Journal 27.46 (2021): 11935-11942,ethylenemethyl 10-undecenoate,Ni,ethylene,methyl 10-undecenoate,toluene,30,4,0,,,,,,25,566,,70000,0.5,0.27,,,,,,,,,
166,n-n-17,CC(C=C1C2=CC(F)=C(F)C(F)=C2)=CC(C3=CC(F)=C(F)C(F)=C3)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=C(C8=CC(F)=C(F)C(F)=C8)C=C(C)C=C7C9=CC(F)=C(F)C(F)=C9,641,Chemistry–A European Journal 27.46 (2021): 11935-11942,ethylenemethyl 10-undecenoate,Ni,ethylene,methyl 10-undecenoate,toluene,30,4,0,,,,,,25,148,,81000,0.5,0.35,,,,,,,,,
167,n-n-18,CC(C=[C@]1[C@]2=C(F)C=C(F)C=C2F)=C[C@]([C@]3=C(F)C=C(F)C=C3F)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=[C@]([C@]8=C(F)C=C(F)C=C8F)C=C(C)C=[C@]7[C@]9=C(F)C=C(F)C=C9F,642,Chemistry–A European Journal 27.46 (2021): 11935-11942,ethylenemethyl 10-undecenoate,Ni,ethylene,methyl 10-undecenoate,toluene,30,4,0,,,,,,25,920,,493000,0.5,0.02,,,,,,,,,
168,n-n-19,CC(C=[C@]1[C@]2=C(F)C(F)=C(F)C(F)=C2F)=C[C@]([C@]3=C(F)C(F)=C(F)C(F)=C3F)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=[C@]([C@]8=C(F)C(F)=C(F)C(F)=C8F)C=C(C)C=[C@]7[C@]9=C(F)C(F)=C(F)C(F)=C9F,643,Chemistry–A European Journal 27.46 (2021): 11935-11942,ethylenemethyl 10-undecenoate,Ni,ethylene,methyl 10-undecenoate,toluene,30,4,0,,,,,,25,584,,334000,0.5,0.17,,,,,,,,,
163,n-n-14,CC(C=C1C2=CC=CC=C2)=CC(C3=CC=CC=C3)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=C(C8=CC=CC=C8)C=C(C)C=C7C9=CC=CC=C9,644,Chemistry–A European Journal 27.46 (2021): 11935-11942,ethylenemethyl 10-undecenoate,Ni,ethylene,methyl 10-undecenoate,toluene,30,4,0,,,,,,25,832,,44000,0.5,0.26,,,,,,,,,
163,n-n-14,CC(C=C1C2=CC=CC=C2)=CC(C3=CC=CC=C3)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=C(C8=CC=CC=C8)C=C(C)C=C7C9=CC=CC=C9,645,Chemistry–A European Journal 27.46 (2021): 11935-11942,ethylenemethyl 10-undecenoate,Ni,ethylene,methyl 10-undecenoate,toluene,30,4,0,,,,,,25,752,,46000,0.5,0.45,,,,,,,,,
163,n-n-14,CC(C=C1C2=CC=CC=C2)=CC(C3=CC=CC=C3)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=C(C8=CC=CC=C8)C=C(C)C=C7C9=CC=CC=C9,646,Chemistry–A European Journal 27.46 (2021): 11935-11942,ethylenemethyl 10-undecenoate,Ni,ethylene,methyl 10-undecenoate,toluene,30,4,0,,,,,,25,256,,57000,0.5,0.58,,,,,,,,,
163,n-n-14,CC(C=C1C2=CC=CC=C2)=CC(C3=CC=CC=C3)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=C(C8=CC=CC=C8)C=C(C)C=C7C9=CC=CC=C9,647,Chemistry–A European Journal 27.46 (2021): 11935-11942,ethyleneCH2CH(CH2)9OH,Ni,ethylene,CH2CH(CH2)9OH,toluene,30,4,0,,,,,,25,884,,38000,0.5,0.42,,,,,,,,,
163,n-n-14,CC(C=C1C2=CC=CC=C2)=CC(C3=CC=CC=C3)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=C(C8=CC=CC=C8)C=C(C)C=C7C9=CC=CC=C9,648,Chemistry–A European Journal 27.46 (2021): 11935-11942,ethyleneCH2CH(CH2)8COOH,Ni,ethylene,CH2CH(CH2)8COOH,toluene,30,4,0,,,,,,25,127,,34000,0.5,0.7,,,,,,,,,
163,n-n-14,CC(C=C1C2=CC=CC=C2)=CC(C3=CC=CC=C3)=C1/N=C(C4=C5C6=CC=CC5=CC=C4)/C6=N/C7=C(C8=CC=CC=C8)C=C(C)C=C7C9=CC=CC=C9,649,Chemistry–A European Journal 27.46 (2021): 11935-11942,ethylenevinyl triethoxysilane,Ni,ethylene,vinyl triethoxysilane,toluene,30,4,0,,,,,,25,147,,29000,0.5,0.1,,,,,,,,,
169,n-o-20,O=C(C(F)(F)F)C(C(C(F)(F)F)=O)/C=N/C1=C(C(C)C)C=CC=C1C(C)C,661,"Organometallics 2006, 25, 8, 1868–1874",ethylenenone,Ni,ethylene,none,toluene,70,13.7895,none,,,,,,80,3450.15,,23000,1.000,none,,,,,,,,,
169,n-o-20,O=C(C(F)(F)F)C(C(C(F)(F)F)=O)/C=N/C1=C(C(C)C)C=CC=C1C(C)C,662,"Organometallics 2006, 25, 8, 1868–1874",ethylenenone,Ni,ethylene,none,toluene,60,13.7895,none,,,,,,80,5273.40,,27000,1.000,none,,,,,,,,,
169,n-o-20,O=C(C(F)(F)F)C(C(C(F)(F)F)=O)/C=N/C1=C(C(C)C)C=CC=C1C(C)C,663,"Organometallics 2006, 25, 8, 1868–1874",ethylenenone,Ni,ethylene,none,toluene,60,27.579,none,,,,,,80,8050.35,,29000,1.000,none,,,,,,,,,
169,n-o-20,O=C(C(F)(F)F)C(C(C(F)(F)F)=O)/C=N/C1=C(C(C)C)C=CC=C1C(C)C,664,"Organometallics 2006, 25, 8, 1868–1874",ethylenenone,Ni,ethylene,none,toluene,50,13.7895,none,,,,,,80,3983.10,,34000,1.000,none,,,,,,,,,
169,n-o-20,O=C(C(F)(F)F)C(C(C(F)(F)F)=O)/C=N/C1=C(C(C)C)C=CC=C1C(C)C,665,"Organometallics 2006, 25, 8, 1868–1874",ethylenenone,Ni,ethylene,none,toluene,70,13.7895,none,,,,,,200,10771.20,,23000,1.000,none,,,,,,,,,
169,n-o-20,O=C(C(F)(F)F)C(C(C(F)(F)F)=O)/C=N/C1=C(C(C)C)C=CC=C1C(C)C,666,"Organometallics 2006, 25, 8, 1868–1874",ethylenenone,Ni,ethylene,none,toluene,60,13.7895,none,,,,,,200,14193.30,,25000,1.000,none,,,,,,,,,
169,n-o-20,O=C(C(F)(F)F)C(C(C(F)(F)F)=O)/C=N/C1=C(C(C)C)C=CC=C1C(C)C,667,"Organometallics 2006, 25, 8, 1868–1874",ethylenenone,Ni,ethylene,none,toluene,35,13.7895,none,,,,,,200,5544.00,,115000,1.700,none,,,,,,,,,
169,n-o-20,O=C(C(F)(F)F)C(C(C(F)(F)F)=O)/C=N/C1=C(C(C)C)C=CC=C1C(C)C,668,"Organometallics 2006, 25, 8, 1868–1874",ethylenenone,Ni,ethylene,none,toluene,35,13.7895,none,,,,,,200,5553.90,,100000,5.000,none,,,,,,,,,
169,n-o-20,O=C(C(F)(F)F)C(C(C(F)(F)F)=O)/C=N/C1=C(C(C)C)C=CC=C1C(C)C,669,"Organometallics 2006, 25, 8, 1868–1874",ethylenenone,Ni,ethylene,none,toluene,35,13.7895,none,,,,,,200,4204.38,,,9.000,none,,,,,,,,,
169,n-o-20,O=C(C(F)(F)F)C(C(C(F)(F)F)=O)/C=N/C1=C(C(C)C)C=CC=C1C(C)C,670,"Organometallics 2006, 25, 8, 1868–1874",ethylenenone,Ni,ethylene,none,toluene,60,13.7895,none,,,,,,200,12257.85,,,1.000,none,,,,,,,,,
169,n-o-20,O=C(C(F)(F)F)C(C(C(F)(F)F)=O)/C=N/C1=C(C(C)C)C=CC=C1C(C)C,671,"Organometallics 2006, 25, 8, 1868–1874",ethylenenone,Ni,ethylene,none,toluene,60,13.7895,none,,,,,,200,4600.20,,,1.000,none,,,,,,,,,
170,n-o-21,O=C(C(F)(F)F)C(C(C(F)(F)F)=O)/C(C)=N/C1=C(C(C)C)C=CC=C1C(C)C,672,"Organometallics 2006, 25, 8, 1868–1874",ethylenenone,Ni,ethylene,none,toluene,70,6.89475,none,,,,,,80,,,1500,3.000,none,,,,,,,,,
170,n-o-21,O=C(C(F)(F)F)C(C(C(F)(F)F)=O)/C(C)=N/C1=C(C(C)C)C=CC=C1C(C)C,673,"Organometallics 2006, 25, 8, 1868–1874",ethylenenone,Ni,ethylene,none,toluene,60,13.7895,none,,,,,,80,2187.9,,17000,1.000,none,,,,,,,,,
170,n-o-21,O=C(C(F)(F)F)C(C(C(F)(F)F)=O)/C(C)=N/C1=C(C(C)C)C=CC=C1C(C)C,674,"Organometallics 2006, 25, 8, 1868–1874",ethylenenone,Ni,ethylene,none,toluene,50,6.89475,none,,,,,,80,1458.6,,19000,1.000,none,,,,,,,,,
170,n-o-21,O=C(C(F)(F)F)C(C(C(F)(F)F)=O)/C(C)=N/C1=C(C(C)C)C=CC=C1C(C)C,675,"Organometallics 2006, 25, 8, 1868–1874",ethylenenone,Ni,ethylene,none,toluene,50,13.7895,none,,,,,,80,2973.3,,27000,1.000,none,,,,,,,,,
170,n-o-21,O=C(C(F)(F)F)C(C(C(F)(F)F)=O)/C(C)=N/C1=C(C(C)C)C=CC=C1C(C)C,676,"Organometallics 2006, 25, 8, 1868–1874",ethylenenone,Ni,ethylene,none,toluene,50,13.7895,none,,,,,,80,2692.8,,20000,0.500,none,,,,,,,,,
170,n-o-21,O=C(C(F)(F)F)C(C(C(F)(F)F)=O)/C(C)=N/C1=C(C(C)C)C=CC=C1C(C)C,677,"Organometallics 2006, 25, 8, 1868–1874",ethylenenone,Ni,ethylene,none,toluene,50,20.68425,none,,,,,,80,2440.35,,24000,1.000,none,,,,,,,,,
170,n-o-21,O=C(C(F)(F)F)C(C(C(F)(F)F)=O)/C(C)=N/C1=C(C(C)C)C=CC=C1C(C)C,678,"Organometallics 2006, 25, 8, 1868–1874",ethylenenone,Ni,ethylene,none,toluene,40,13.7895,none,,,,,,80,897.6,,21000,1,none,,,,,,,,,
171,n-o-22,O=C(C(F)(F)F)C/C(C)=N/C1=C(C(C)C)C=CC=C1C(C)C,679,"Organometallics 2006, 25, 8, 1868–1874",ethylenenone,Ni,ethylene,none,toluene,60,13.7895,none,,,,,,80,1037.85,,13000,1,none,,,,,,,,,
171,n-o-22,O=C(C(F)(F)F)C/C(C)=N/C1=C(C(C)C)C=CC=C1C(C)C,680,"Organometallics 2006, 25, 8, 1868–1874",ethylenenone,Ni,ethylene,none,toluene,50,13.7895,none,,,,,,80,897.6,,17000,1,none,,,,,,,,,
171,n-o-22,O=C(C(F)(F)F)C/C(C)=N/C1=C(C(C)C)C=CC=C1C(C)C,681,"Organometallics 2006, 25, 8, 1868–1874",ethylenenone,Ni,ethylene,none,toluene,50,20.68425,none,,,,,,80,1346.4,,18000,1,none,,,,,,,,,
171,n-o-22,O=C(C(F)(F)F)C/C(C)=N/C1=C(C(C)C)C=CC=C1C(C)C,682,"Organometallics 2006, 25, 8, 1868–1874",ethylenenone,Ni,ethylene,none,toluene,25,13.7895,none,,,,,,80,28.05,,59000,3,none,,,,,,,,,
172,n-o-23,O=C(C(F)(F)F)C(C(C(F)(F)F)=O)/C(C)=N/C1=C(C)C=CC=C1C,683,"Organometallics 2006, 25, 8, 1868–1874",ethylenenone,Ni,ethylene,none,toluene,60,13.7895,none,,,,,,80,841.5,,3000,1,none,,,,,,,,,
173,n-o-24,[O]/C(C1=CC=CC=C1)=C\C=N\C2=C(C(C)C)C=CC=C2C(C)C,684,"Organometallics 2009, 28, 19, 5697–5704",ethylenenone,Ni,ethylene,none,toluene,50,25.3313,none,,,,,,100,50.00,,32600,0.333,none,,,,,,,,,
173,n-o-24,[O]/C(C1=CC=CC=C1)=C\C=N\C2=C(C(C)C)C=CC=C2C(C)C,685,"Organometallics 2009, 28, 19, 5697–5704",ethylenenone,Ni,ethylene,none,toluene,60,25.3313,none,,,,,,100,350.00,,27300,0.333,none,,,,,,,,,
174,n-o-25,[O]/C(C1=C(C2=CC=CC=C2)C=CC=C1)=C\C=N\C3=C(C(C)C)C=CC=C3C(C)C,686,"Organometallics 2009, 28, 19, 5697–5704",ethylenenone,Ni,ethylene,none,toluene,40,25.3313,none,,,,,,100,90.00,,19600,0.333,none,,,,,,,,,
174,n-o-25,[O]/C(C1=C(C2=CC=CC=C2)C=CC=C1)=C\C=N\C3=C(C(C)C)C=CC=C3C(C)C,687,"Organometallics 2009, 28, 19, 5697–5704",ethylenenone,Ni,ethylene,none,toluene,50,25.3313,none,,,,,,100,3625.00,,26500,0.333,none,,,,,,,,,
174,n-o-25,[O]/C(C1=C(C2=CC=CC=C2)C=CC=C1)=C\C=N\C3=C(C(C)C)C=CC=C3C(C)C,688,"Organometallics 2009, 28, 19, 5697–5704",ethylenenone,Ni,ethylene,none,toluene,60,25.3313,none,,,,,,100,3425.00,,17000,0.333,none,,,,,,,,,
174,n-o-25,[O]/C(C1=C(C2=CC=CC=C2)C=CC=C1)=C\C=N\C3=C(C(C)C)C=CC=C3C(C)C,689,"Organometallics 2009, 28, 19, 5697–5704",ethylenenone,Ni,ethylene,none,toluene,60,25.3313,none,,,,,,100,1327.50,,28900,0.333,none,,,,,,,,,
174,n-o-25,[O]/C(C1=C(C2=CC=CC=C2)C=CC=C1)=C\C=N\C3=C(C(C)C)C=CC=C3C(C)C,690,"Organometallics 2009, 28, 19, 5697–5704",ethylenenone,Ni,ethylene,none,toluene,60,25.3313,none,,,,,,100,180.00,,14700,0.333,none,,,,,,,,,
174,n-o-25,[O]/C(C1=C(C2=CC=CC=C2)C=CC=C1)=C\C=N\C3=C(C(C)C)C=CC=C3C(C)C,691,"Organometallics 2009, 28, 19, 5697–5704",ethylenenone,Ni,ethylene,none,toluene,80,25.3313,none,,,,,,100,107.25,,12900,0.333,none,,,,,,,,,
175,n-o-26,[O]/C(C1=C(C2=CC=CC3=C2C=CC=C3)C=CC=C1)=C\C=N\C4=C(C(C)C)C=CC=C4C(C)C,692,"Organometallics 2009, 28, 19, 5697–5704",ethylenenone,Ni,ethylene,none,toluene,50,25.3313,none,,,,,,100,1250.00,,14200,0.333,none,,,,,,,,,
175,n-o-26,[O]/C(C1=C(C2=CC=CC3=C2C=CC=C3)C=CC=C1)=C\C=N\C4=C(C(C)C)C=CC=C4C(C)C,693,"Organometallics 2009, 28, 19, 5697–5704",ethylenenone,Ni,ethylene,none,toluene,60,25.3313,none,,,,,,100,2650.00,,9000,0.333,none,,,,,,,,,
176,n-o-27,[O]/C(C1=C(C2=CC=CC=C2)C=CC=C1)=C\C(C)=N\C3=C(C(C)C)C=CC=C3C(C)C,694,"Organometallics 2009, 28, 19, 5697–5704",ethylenenone,Ni,ethylene,none,toluene,50,25.3313,none,,,,,,100,140.00,,9500,0.333,none,,,,,,,,,
177,n-o-28,[O]/C(C1=C(C2=CC=CC=C2)C=CC=C1)=C\C(C(F)(F)F)=N\C3=C(C(C)C)C=CC=C3C(C)C,695,"Organometallics 2009, 28, 19, 5697–5704",ethylenenone,Ni,ethylene,none,toluene,50,25.3313,none,,,,,,100,540,,2540,0.333,none,,,,,,,,,
